verse;English;Basque;gloss;marker;allomorph;case;role;noun-class;remarks_morph;remarks_sem;text;author;year;century;period;place;dialect;
(Mark 10,45);For even the Son of man came not to be ministered unto, but to minister, and to give his life a ransom for many.;Zeren gizonaren semea ez baita etorri zerbitzatua izaitera, zerbitzatzera bai, eta bere bizia guzientzat ordain-sari emaitera».;;ra;;ALL;Purpose;interrogative;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 10,45);For even the Son of man came not to be ministered unto, but to minister, and to give his life a ransom for many.;Zeren gizonaren semea ez baita etorri zerbitzatua izaitera, zerbitzatzera bai, eta bere bizia guzientzat ordain-sari emaitera».;;ra;;ALL;Purpose;interrogative;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 10,45);For even the Son of man came not to be ministered unto, but to minister, and to give his life a ransom for many.;Zeren gizonaren semea ez baita etorri zerbitzatua izaitera, zerbitzatzera bai, eta bere bizia guzientzat ordain-sari emaitera».;;rentzat;;BEN;Motive;pronoun;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 10,45);For even the Son of man came not to be ministered unto, but to minister, and to give his life a ransom for many.;Zeren gizonaren semea ez baita etorri zerbitzatua izaitera, zerbitzatzera bai, eta bere bizia guzientzat ordain-sari emaitera».;;Ø;;ABS;Quality;abstract;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 10,45);For even the Son of man came not to be ministered unto, but to minister, and to give his life a ransom for many.;Zeren gizonaren semea ez baita etorri zerbitzatua izaitera, zerbitzatzera bai, eta bere bizia guzientzat ordain-sari emaitera».;;ra;;ALL;Purpose;interrogative;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 10,48);And many charged him that he should hold his peace: but he cried the more a great deal, Thou son of David, have mercy on me.;"Ainitzek larderiatzen zuten, ixilarazteko; bainan harek oihukanago: –Daviden semea, urrikal zaite nitaz!";;ko;;REL;Purpose;nominalization;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 10,51);And Jesus answered and said unto him, What wilt thou that I should do unto thee? The blind man said unto him, Lord, that I might receive my sight.;Jesusek galdegin zion: –Zer nahi duzu egin dezatan zuretzat?;;rentzat;;BEN;Beneficiary;pronoun;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 11,17);And he taught, saying unto them, Is it not written, My house shall be called of all nations the house of prayer? but ye have made it a den of thieves.;Gero, irakasten hasi zitzaioten, erranez: «Liburu Sainduak ez ote dio: Nere etxea otoitz-etxe izanen da herri guzientzat? Zuek, berriz, gaixtagin-zilo egina duzue».;;rentzat;;BEN;Beneficiary;people;;versions differ. Perhaps here English preposition OF expresses the agent?;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 11,24);Therefore I say unto you, What things soever ye desire, when ye pray, believe that ye receive them, and ye shall have them.;Horrengatik diozuet: otoitzean eskatzen duzuen guzia, sinetsazue ukana duzuela, eta ardietsiko duzue. ;;gatik;;CAUS;Cause;state_of_affairs;connector;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 11,25);And when ye stand praying, forgive, if ye have ought against any: that your Father also which is in heaven may forgive you your trespasses.;Eta otoitzean ari ziraelarik, parka ihoren kontre deüs balin badüzüe, zelüko Aitak ere züen hütsegiteak parka ditzazüen.»;;ren_kontra;kontre;postp;Maleficiary;pronoun;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 11,28);And say unto him, By what authority doest thou these things? and who gave thee this authority to do these things?;–Noren eskuz ari zira hola? Edo nork eman dauzu horren egiteko eskua?;;ren_eskuz;;CAUS;Behalf;pronoun;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 11,28);And say unto him, By what authority doest thou these things? and who gave thee this authority to do these things?;–Noren eskuz ari zira hola? Edo nork eman dauzu horren egiteko eskua?;;ko;;REL;Purpose;interrogative;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 11,31);"And they reasoned with themselves, saying, If we shall say, From heaven; he will say, Why then did ye not believe him?";Heiek beren artean egiten zuten: «Jainkoak igorri zuela erraiten badugu, zergatik ez ginuen hura sinetsi galdeginen dauku. ;;gatik;;CAUS;Cause;interrogative;;negative;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 11,32);"But if we shall say, Of men; they feared the people: for all men counted John, that he was a prophet indeed.";Jendaldearen beldur ziren, guziek zinezko profetatzat baitzaukaten Joanes. ;;ren;;GEN;Cause;people;;negative;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 11,32);"But if we shall say, Of men; they feared the people: for all men counted John, that he was a prophet indeed.";Jendaldearen beldur ziren, guziek zinezko profetatzat baitzaukaten Joanes. ;;tzat;;ESS;Quality;occupation;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 12,2);And at the season he sent to the husbandmen a servant, that he might receive from the husbandmen of the fruit of the vineyard.;Sasoina etorri zenean, mutil bat igorri zioten mahastizaineri, mahastiaren fruituetarik parte bat heienganik altxatzeko. ;;ko;;REL;Purpose;nominalization;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 12,6);Having yet therefore one son, his wellbeloved, he sent him also last unto them, saying, They will reverence my son.;"Bazuen oraino beste norbait, bere seme maitea; hura igorri zioten azkenik, bere baitan egiten zuela: «Nere semearentzat ukanen dute errespetu». ";;rentzat;;BEN;Beneficiary;person;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 12,12);And they sought to lay hold on him, but feared the people: for they knew that he had spoken the parable against them: and they left him, and went their way.;Juduen buruzagiak Jesus arrastatu nahiz zabiltzan, bainan jendearen beldur. Ongi jabetu ziren heientzat erran zuela parabola hori. Hortan utzi, eta joan ziren.;;rentzat;;BEN;Motive;pronoun;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 12,12);And they sought to lay hold on him, but feared the people: for they knew that he had spoken the parable against them: and they left him, and went their way.;Juduen buruzagiak Jesus arrastatu nahiz zabiltzan, bainan jendearen beldur. Ongi jabetu ziren heientzat erran zuela parabola hori. Hortan utzi, eta joan ziren.;;ren;;GEN;Cause;people;;negative;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 12,12);And they sought to lay hold on him, but feared the people: for they knew that he had spoken the parable against them: and they left him, and went their way.;Juduen buruzagiak Jesus arrastatu nahiz zabiltzan, bainan jendearen beldur. Ongi jabetu ziren heientzat erran zuela parabola hori. Hortan utzi, eta joan ziren.;;NOT_APPLY;;;;;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 12,13);And they send unto him certain of the Pharisees and of the Herodians, to catch him in his words.;Farisau eta Herodesen alderdiko batzu igorri ziozkaten Jesusi, eleetarik atzemaiteko. ;;ko;;REL;Purpose;nominalization;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 12,14);And when they were come, they say unto him, Master, we know that thou art true, and carest for no man: for thou regardest not the person of men, but teachest the way of God in truth: Is it lawful to give tribute to Caesar, or not?;Etorri eta erran zioten: –Irakasle jauna, badakigu egia diozula eta nehoren erranetaz axolarik ez duzula: nor nor den behatu gabe, Jainkoaren bidea egiaren arabera irakasten duzu. Haizu dea Zesarri zergaren ordaintzea, ala ez? Ordaindu behar diogu, ala ez?;;z;;INS;Motive;abstract;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 12,15);Shall we give, or shall we not give? But he, knowing their hypocrisy, said unto them, Why tempt ye me? bring me a penny, that I may see it.;Bainan heien maltzurkeriaren berri jakinik, Jesusek erran zioten: –Zergatik nahi nauzue hutsean atzeman? Ekar eni denario bat, ikusteko.;;gatik;;CAUS;Cause;interrogative;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 12,15);Shall we give, or shall we not give? But he, knowing their hypocrisy, said unto them, Why tempt ye me? bring me a penny, that I may see it.;Bainan heien maltzurkeriaren berri jakinik, Jesusek erran zioten: –Zergatik nahi nauzue hutsean atzeman? Ekar eni denario bat, ikusteko.;;ko;;REL;Purpose;nominalization;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 12,19);Master, Moses wrote unto us, If a man's brother die, and leave his wife behind him, and leave no children, that his brother should take his wife, and raise up seed unto his brother.;–Irakasle jauna, Moisek idatzi zuen guretzat: Norbaiti anaia hiltzen bazaio, haurrik gabe utziz emaztea, alarguntsarekin ezkondu behar du, anaiari ondokoak emaiteko. ;;rentzat;;BEN;Beneficiary;pronoun;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 12,19);Master, Moses wrote unto us, If a man's brother die, and leave his wife behind him, and leave no children, that his brother should take his wife, and raise up seed unto his brother.;–Irakasle jauna, Moisek idatzi zuen guretzat: Norbaiti anaia hiltzen bazaio, haurrik gabe utziz emaztea, alarguntsarekin ezkondu behar du, anaiari ondokoak emaiteko. ;;ko;;REL;Purpose;nominalization;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 12,35);And Jesus answered and said, while he taught in the temple, How say the scribes that Christ is the son of David?;Tenpluan irakasten ari zela, Jesusek galdegin zuen: «Lege-irakasleek nolaz erran dezakete Mesias Daviden ondoko dela? ;;z;;INS;Motive;interrogative;;negative;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 12,40);Which devour widows' houses, and for a pretence make long prayers: these shall receive greater damnation.;Itxuraz otoitz luzetan ari diren horiek alarguntsen ontasunak irensten dituzte. Kondenamendurik zorrotzena ukanen dute».;;z;;INS;Motive;event;;false_reason;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 13,8);For nation shall rise against nation, and kingdom against kingdom: and there shall be earthquakes in divers places, and there shall be famines and troubles: these are the beginnings of sorrows.;"Zeren herria herriaren kontra eta erresuma erresumaren kontra altxatuko baitira; han hemenka lurrikarak eta goseteak izanen dira. Erdiminen hastapena izanen da hori.";;ren;;GEN;Cause;connector;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 13,8);For nation shall rise against nation, and kingdom against kingdom: and there shall be earthquakes in divers places, and there shall be famines and troubles: these are the beginnings of sorrows.;"Zeren herria herriaren kontra eta erresuma erresumaren kontra altxatuko baitira; han hemenka lurrikarak eta goseteak izanen dira. Erdiminen hastapena izanen da hori.";;ren_kontra;;postp;Maleficiary;people;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 13,8);For nation shall rise against nation, and kingdom against kingdom: and there shall be earthquakes in divers places, and there shall be famines and troubles: these are the beginnings of sorrows.;"Zeren herria herriaren kontra eta erresuma erresumaren kontra altxatuko baitira; han hemenka lurrikarak eta goseteak izanen dira. Erdiminen hastapena izanen da hori.";;ren_kontra;;postp;Maleficiary;abstract;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 13,9);"But take heed to yourselves: for they shall deliver you up to councils; and in the synagogues ye shall be beaten: and ye shall be brought before rulers and kings for my sake, for a testimony against them.";"Kasu zueri! Auzitegi eta sinagogetarat eremanen zaituztete, eta joka erabiliko; buruzagi eta erregeetarat agertu beharko duzue neregatik, eta lekuko izanen zirezte heien aitzinean. ";;gatik;;CAUS;Cause;pronoun;;negative;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 13,10);And the gospel must first be published among all nations.;Zeren, lehenik, herri guzieri oihukatua izan behar baitu berrionak.;;ren;;GEN;Cause;connector;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 13,12);"Now the brother shall betray the brother to death, and the father the son; and children shall rise up against their parents, and shall cause them to be put to death.";"Anaiak bere anaia emanen du hiltzera, eta aitak bere haurra; haurrak beren aitamen kontra altxatuko dira eta hilaraziko dituzte.";;ren_kontra;;postp;Maleficiary;kinship;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 13,13);And ye shall be hated of all men for my name's sake: but he that shall endure unto the end, the same shall be saved.;"Denek hastiatuko zaituztete neregatik; bainan azkeneraino iraunen duena, hura salbatua izanen da.";;gatik;;CAUS;Cause;pronoun;;negative;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 13,15);And let him that is on the housetop not go down into the house, neither enter therein, to take any thing out of his house:;etxegainean izanen dena ez bedi jauts, etxean ez bedi sar zerbaiten hartzeko,;;ko;;REL;Purpose;nominalization;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 13,16);And let him that is in the field not turn back again for to take up his garment.;eta alorrean izanen dena ez bedi gibelerat itzul bere soingainekoaren hartzeko. ;;ko;;REL;Purpose;nominalization;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 13,19);For in those days shall be affliction, such as was not from the beginning of the creation which God created unto this time, neither shall be.;Zeren egun heietan nahigabe handia izanen baita, Jainkoak mundua kreatu zuen haste hartarik orai arte gertatu eta gehiago gertatuko ez den bezalakoa.;;ren;;GEN;Cause;connector;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 13,20);And except that the Lord had shortened those days, no flesh should be saved: but for the elect's sake, whom he hath chosen, he hath shortened the days.;"Eta Jaunak egun heiek labur ez balitza, nehor ez litaike bizirik aterako; bainan, berak hautatu dituen hautetsiengatik egun heiek laburtu ditu.";;gatik;;CAUS;Motive;people;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 13,22);For false Christs and false prophets shall rise, and shall shew signs and wonders, to seduce, if it were possible, even the elect.;Izan ere, gezurrezko mesiasak eta sasiprofetak agertuko dira eta aukeratuak berak ere, ahal balitz, engainatzeko moduko mirariak eta egintza harrigarriak egingo dituzte. ;;ko;;REL;Purpose;nominalization;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 13,35);Watch ye therefore: for ye know not when the master of the house cometh, at even, or at midnight, or at the cockcrowing, or in the morning:;«Egon zain, beraz, ez baitakizue etxeko jauna noiz etorriko den: arratsean, gauerdian, oilarrak jotzean ala goizean.;;z;;INS;Cause;connector;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
(Mark 14,1);After two days was the feast of the passover, and of unleavened bread: and the chief priests and the scribes sought how they might take him by craft, and put him to death.;Handik bi egunera, Pazko-jaia eta Legamia gabeko Ogien Jaia ospatzen ziren. Apaizburu eta lege-maisuak Jesus maltzurkeriaz nola atxilotuko zebiltzan, hiltzeko. ;;ko;;REL;Purpose;nominalization;;;Gospel of Mark - Labourdin;Andiazabal;2004;21;Contemporary;Labourd;Labourdin;
